char,ucn,kRSUnicode,kTotalStrokes,kIICore,kUnihanCore2020,IsHCoreSim
毘,U+6BD8,81.5,9,AJKP,HJKMPT,
毙,U+6BD9,81.6,10,AG,G,h
毚,U+6BDA,81.13,17,AT,HMT,
毛,U+6BDB,82.0,4,AGTJHKMP,GHJKMPT,h
毜,U+6BDC,82.3,7,,H,
毝,U+6BDD,82.3,7,,,
毞,U+6BDE,82.4,8,,HMT,
毟,U+6BDF,82.4,8,,J,
毠,U+6BE0,82.5,9,,HMT,
毡,U+6BE1,82.5,9,AG,GH,h
毢,U+6BE2,82.6,10,,HMT,
毣,U+6BE3,82.6,10,,HMT,
毤,U+6BE4,82.6,10,,HMT,
毥,U+6BE5,82.6,10,,,
毦,U+6BE6,82.6,10,,HMT,
毧,U+6BE7,82.6,10,,HMT,
毨,U+6BE8,82.6,10,,HMT,
毩,U+6BE9,82.6,10,,,
毪,U+6BEA,82.6,10,,GH,
毫,U+6BEB,82.7,11,AGTJHKMP,GHJKMPT,h
毬,U+6BEC,82.7,11,ATJKP,HJKMPT,
毭,U+6BED,82.7,11,,,
毮,U+6BEE,82.7,11,,,
毯,U+6BEF,82.8,12,AGTJHM,GHJMT,h
毰,U+6BF0,82.8,12,,HMT,
毱,U+6BF1,82.8,12,,,
毲,U+6BF2,82.8,12,,HMT,
毳,U+6BF3,82.8,12,BGJ,GHJMT,
毴,U+6BF4,82.8,12,,,
毵,U+6BF5,82.8,12,,G,
毶,U+6BF6,82.8,12,,,
毷,U+6BF7,82.9,13,,HMT,
毸,U+6BF8,82.9,13,,HMT,
毹,U+6BF9,82.9,13,,GHMT,
毺,U+6BFA,82.9,13,,H,
毻,U+6BFB,82.9,13,,HMT,
毼,U+6BFC,82.9,13,,HMT,
毽,U+6BFD,82.9,12,AGTHM,GHMT,h
毾,U+6BFE,82.10,14,,HMT,
毿,U+6BFF,82.11,15,,HMT,
氀,U+6C00,82.11,15,,HMT,
氁,U+6C01,82.11,14,,HMT,
氂,U+6C02,82.11,15,,HMT,
氃,U+6C03,82.12,16,,HMT,
氄,U+6C04,82.12,16,,HMT,
氅,U+6C05,82.12,16,AGT,GHMT,
氆,U+6C06,82.12,16,,GHMT,
氇,U+6C07,82.12,16,,G,
氈,U+6C08,82.13,17,ATJHKMP,HJKMPT,
氉,U+6C09,82.13,17,,HMT,
氊,U+6C0A,82.13,17,,,
氋,U+6C0B,82.14,17,,HMT,
氌,U+6C0C,82.15,19,,HMT,
氍,U+6C0D,82.18,22,,GHMT,
氎,U+6C0E,82.22,26,,,
氏,U+6C0F,83.0,4,AGTJHKMP,GHJKMPT,h
氐,U+6C10,83.1,5,AGTH,GHMT,h
民,U+6C11,83.1,5,AGTJHKMP,GHJKMPT,h
氒,U+6C12,83.2,6,,,
氓,U+6C13,83.4,8,AGTJHKMP,GHJKMPT,h
气,U+6C14,84.0,4,AG,GHJMT,h
氕,U+6C15,84.1,5,,GHMT,
氖,U+6C16,84.2,6,AGTHM,GHMT,h
気,U+6C17,84.2,6,AJ,J,
氘,U+6C18,84.2,6,,GHMT,
氙,U+6C19,84.3,7,BGT,GHMT,
氚,U+6C1A,84.3,7,,GHMT,
氛,U+6C1B,84.4,8,AGTHM,GHJMT,h
氜,U+6C1C,84.4,8,,H,
氝,U+6C1D,84.4,8,,HMT,
氞,U+6C1E,84.5,9,,,
氟,U+6C1F,84.5,9,AGTHM,GHMT,h
氠,U+6C20,84.5,9,,HMT,
氡,U+6C21,84.5,9,,GHMT,
氢,U+6C22,84.5,9,AG,G,h
氣,U+6C23,84.6,10,ATJHKMP,HJKMPT,
氤,U+6C24,84.6,10,AGTH,GHJMT,h
氥,U+6C25,84.6,10,,HMT,
氦,U+6C26,84.6,10,AGTHM,GHMT,h
氧,U+6C27,84.6,10,AGTHM,GHMT,h
氨,U+6C28,84.6,10,AGTHM,GHMT,h
氩,U+6C29,84.6,10,CG,G,
氪,U+6C2A,84.7,11,BGTM,GHMT,
氫,U+6C2B,84.7,11,ATHM,HMT,
氬,U+6C2C,84.8,12,AT,HMT,
氭,U+6C2D,84.8,12,,,
氮,U+6C2E,84.8,12,AGTHM,GHMT,h
氯,U+6C2F,84.8,12,AGTHM,GHMT,h
氰,U+6C30,84.8,12,AGTM,GHMT,
氱,U+6C31,84.9,13,,H,
氲,U+6C32,84.10,13,,GH,h
氳,U+6C33,84.10,14,ATH,HMT,
水,U+6C34,85.0,4,AGTJHKMP,GHJKMPT,h
氵,U+6C35,85.0,3,,GH,
氶,U+6C36,85.1,5,CT,HMT,
氷,U+6C37,85.1,5,AJKP,HJKP,
永,U+6C38,85.1,5,AGTJHKMP,GHJKMPT,h
氹,U+6C39,85.1,5,BHM,HM,h
氺,U+6C3A,85.0,5,,H,
氻,U+6C3B,85.2,5,,HMT,
氼,U+6C3C,85.2,6,,,
氽,U+6C3D,11.4 85.2,6,,GH,
氾,U+6C3E,85.2,5,AGTJHKMP,GHJKMPT,
氿,U+6C3F,85.2,5,,GHMT,
汀,U+6C40,85.2,5,AGTJHKMP,GHJKMPT,h
汁,U+6C41,85.2,5,AGTJHKMP,GHJKMPT,h
求,U+6C42,85.2,7,AGTJHKMP,GHJKMPT,h
汃,U+6C43,85.2,5,,HMT,
汄,U+6C44,85.2,5,,,
汅,U+6C45,85.2,5,,,
汆,U+6C46,85.2,6,BGTH,GHMT,h
汇,U+6C47,85.2,5,AG,G,h
汇,U+6C47,85.2,5,AG,G,h
汇,U+6C47,85.2,5,AG,G,h
汈,U+6C48,85.2,5,,G,
汉,U+6C49,85.2,5,AG,GH,h
汊,U+6C4A,85.3,6,BGT,GHMT,
汋,U+6C4B,85.3,6,,GHMT,
汌,U+6C4C,85.3,6,,HMT,
汍,U+6C4D,85.3,6,AT,HMT,
汎,U+6C4E,85.3,6,ATJKMP,HJKMPT,
汏,U+6C4F,85.3,6,,HMT,
汐,U+6C50,85.3,6,AGTJHKMP,GHJKMPT,h
汑,U+6C51,85.3,6,,,
汒,U+6C52,85.3,6,,HMT,
汓,U+6C53,85.3,6,,,
汔,U+6C54,85.3,6,,GHMT,
汕,U+6C55,85.3,6,AGTJHKMP,GHJKMPT,h
汖,U+6C56,85.3,7,,,
汗,U+6C57,85.3,6,AGTJHKMP,GHJKMPT,h
汘,U+6C58,85.3,6,,H,
汙,U+6C59,85.3,6,AT,HMT,
汚,U+6C5A,85.3,6,AJKP,HJKP,
汛,U+6C5B,85.3,6,AGTM,GHMT,
汜,U+6C5C,85.3,6,CT,GHMT,
汝,U+6C5D,85.3,6,AGTJHKMP,GHJKMPT,h
汞,U+6C5E,85.3,7,AGTHKMP,GHJKMPT,h
江,U+6C5F,85.3,6,AGTJHKMP,GHJKMPT,h
池,U+6C60,85.3,6,AGTJHKMP,GHJKMPT,h
污,U+6C61,85.3,6,AGTHM,GHMT,h
汢,U+6C62,85.3,6,,J,
汣,U+6C63,85.3,6,,,
汤,U+6C64,85.3,6,AG,G,h
汥,U+6C65,85.4,7,,HMT,
汦,U+6C66,85.4,7,,HMT,
汧,U+6C67,85.4,7,,GHMT,
汨,U+6C68,85.4,7,AGTHKP,GHJKMPT,h
汩,U+6C69,85.4,7,BGT,GHMT,
汪,U+6C6A,85.4,7,AGTJHKMP,GHJKMPT,h
汫,U+6C6B,85.4,7,CT,GHMT,
汬,U+6C6C,85.4,8,,,
汭,U+6C6D,85.4,7,AGKP,GHKMPT,
汮,U+6C6E,85.4,7,,H,
汯,U+6C6F,85.4,7,,HMT,
汰,U+6C70,85.4,7,AGTJHKMP,GHJKMPT,h
汱,U+6C71,85.4,7,,HMT,
汲,U+6C72,85.4,6,AGTJHKMP,GHJKMPT,h
汳,U+6C73,85.4,7,,HJMT,
汴,U+6C74,85.4,7,AGT,GHMT,
汵,U+6C75,85.4,7,,H,
汶,U+6C76,85.4,7,AGTHKMP,GHKMPT,h
汷,U+6C77,85.4,6,,,
汸,U+6C78,85.4,7,,HMT,
汹,U+6C79,85.4,7,AG,GH,h
決,U+6C7A,85.4,7,ATJHKMP,HJKMPT,
汻,U+6C7B,85.4,7,,HMT,
汼,U+6C7C,85.4,7,,,
汽,U+6C7D,85.4,7,AGTJHKMP,GHJKMPT,h
汾,U+6C7E,85.4,7,AGTHKMP,GHJKMPT,h
汿,U+6C7F,85.4,7,,H,
沀,U+6C80,85.4,8,,HMT,
沁,U+6C81,85.4,7,AGTJHKMP,GHJKMPT,h
沂,U+6C82,85.4,7,AGTJHKMP,GHJKMPT,h
沃,U+6C83,85.4,7,AGTJHKMP,GHJKMPT,h
沄,U+6C84,85.4,7,BGTK,GHMT,
沅,U+6C85,85.4,7,AGTHKMP,GHKMPT,h
沆,U+6C86,85.4,7,AGTKP,GHKMPT,
沇,U+6C87,85.4,7,AKP,GHKMPT,
沈,U+6C88,85.4,7,AGTJHKMP,GHJKMPT,h
沈,U+6C88,85.4,7,AGTJHKMP,GHJKMPT,h
沉,U+6C89,85.4,7,AGTHM,GHMT,h
沊,U+6C8A,85.4,8,,HMT,
沋,U+6C8B,85.4,7,,HMT,
沌,U+6C8C,85.4,7,AGTJHKMP,GHJKMPT,h
沍,U+6C8D,85.4,7,AT,HJMT,
沎,U+6C8E,85.4,7,,HMT,
沏,U+6C8F,85.4,7,AGT,GHMT,
沐,U+6C90,85.4,7,AGTJHKMP,GHJKMPT,h
沑,U+6C91,85.4,7,,,
沒,U+6C92,85.4,7,ATHKMP,HJKMPT,
沓,U+6C93,85.4,8,AGTJKMP,GHJKMPT,
沔,U+6C94,85.4,7,AGTKP,GHKMPT,
沕,U+6C95,85.4,7,AKP,HKMPT,
沖,U+6C96,85.4,7,ATJHKMP,HJKMPT,
沗,U+6C97,85.4,9,,,
沘,U+6C98,85.4,7,AGT,GHMT,
沙,U+6C99,85.4,7,AGTJHKMP,GHJKMPT,h
沚,U+6C9A,85.4,7,AGKP,GHJKMPT,
沛,U+6C9B,85.4,7,AGTJHKMP,GHJKMPT,h
沜,U+6C9C,85.4,7,,HMT,
沝,U+6C9D,85.4,8,,HMT,
沞,U+6C9E,85.4,7,,,
沟,U+6C9F,85.4,7,AG,GH,h
沠,U+6CA0,85.4,7,,,
没,U+6CA1,85.4,7,AGJ,GJ,h
沢,U+6CA2,85.4,7,ATJ,HJ,
沣,U+6CA3,85.4,7,CG,G,h
沤,U+6CA4,85.4,7,AG,G,
沥,U+6CA5,85.4,7,AG,G,h
沦,U+6CA6,85.4,7,AG,G,h
沧,U+6CA7,85.4,7,AG,G,h
沨,U+6CA8,85.4,7,,G,
沩,U+6CA9,85.4,7,CG,G,
沪,U+6CAA,85.4,7,AG,GH,h
沫,U+6CAB,85.5,8,AGTJHKMP,GHJKMPT,h
沬,U+6CAC,85.5,8,AT,HMT,
沭,U+6CAD,85.5,8,,GHMT,
沮,U+6CAE,85.5,8,AGTJHKMP,GHJKMPT,h
沯,U+6CAF,85.5,9,,H,
沰,U+6CB0,85.5,8,,HMT,
沱,U+6CB1,85.5,8,AGTJHM,GHJMT,h
沲,U+6CB2,85.5,8,,GH,
河,U+6CB3,85.5,8,AGTJHKMP,GHJKMPT,h
沴,U+6CB4,85.5,8,,HMT,
沵,U+6CB5,85.5,8,,,
沶,U+6CB6,85.5,8,,HMT,
沷,U+6CB7,85.5,8,,HMT,
沸,U+6CB8,85.5,8,AGTJHKMP,GHJKMPT,h
油,U+6CB9,85.5,8,AGTJHKMP,GHJKMPT,h
沺,U+6CBA,85.5,8,CT,GHJMT,
治,U+6CBB,85.5,8,AGTJHKMP,GHJKMPT,h
沼,U+6CBC,85.5,8,AGTJHKMP,GHJKMPT,h
沽,U+6CBD,85.5,8,AGTJHKMP,GHJKMPT,h
沾,U+6CBE,85.5,8,AGTHKMP,GHJKMPT,h
沾,U+6CBE,85.5,8,AGTHKMP,GHJKMPT,h
沿,U+6CBF,85.5,8,AGTJHKMP,GHJKMPT,h
泀,U+6CC0,85.5,8,,HMT,
況,U+6CC1,85.5,8,ATJHKMP,HJKMPT,
泂,U+6CC2,85.5,8,ATKP,GHKMPT,
泃,U+6CC3,85.5,8,,GHMT,
泄,U+6CC4,85.5,8,AGTJHKMP,GHJKMPT,h
泅,U+6CC5,85.5,8,AGTHM,GHJMT,h
泆,U+6CC6,85.5,8,,HMT,
泇,U+6CC7,85.5,8,,GHMT,
泈,U+6CC8,85.5,8,,,
泉,U+6CC9,85.5,9,AGTJHKMP,GHJKMPT,h
泊,U+6CCA,85.5,8,AGTJHKMP,GHJKMPT,h
泋,U+6CCB,85.5,8,,H,
泌,U+6CCC,85.5,8,AGTJHKMP,GHJKMPT,h
泍,U+6CCD,85.5,8,,HMT,
泎,U+6CCE,85.5,8,,H,
泏,U+6CCF,85.5,8,,HMT,
泐,U+6CD0,85.5,7,,GHMT,
泑,U+6CD1,85.5,8,,HMT,
泒,U+6CD2,85.5,8,,HMT,
泓,U+6CD3,85.5,8,AGTHKMP,GHJKMPT,h
泔,U+6CD4,85.5,8,,GHMT,
法,U+6CD5,85.5,8,AGTJHKMP,GHJKMPT,h
泖,U+6CD6,85.5,8,AGT,GHMT,
泗,U+6CD7,85.5,8,AGTJHKMP,GHJKMPT,h
泘,U+6CD8,85.5,8,,,
泙,U+6CD9,85.5,8,CK,GHJMT,
泚,U+6CDA,85.6,9,,GHMT,
泛,U+6CDB,85.5,7,AGTHKMP,GHJKMPT,h
泛,U+6CDB,85.5,7,AGTHKMP,GHJKMPT,h
泜,U+6CDC,85.5,8,AGT,GHMT,
泝,U+6CDD,85.5,8,,HJMT,
泞,U+6CDE,85.5,8,AG,GHMT,h
泟,U+6CDF,85.5,8,,H,
泠,U+6CE0,85.5,8,AGTH,GHMT,h
泡,U+6CE1,85.5,8,AGTJHKMP,GHJKMPT,h
波,U+6CE2,85.5,8,AGTJHKMP,GHJKMPT,h
泣,U+6CE3,85.5,8,AGTJHKMP,GHJKMPT,h
泤,U+6CE4,85.5,7,,,
泥,U+6CE5,85.5,8,AGTJHKMP,GHJKMPT,h
泦,U+6CE6,85.5,8,,,
泧,U+6CE7,85.5,8,,HMT,
注,U+6CE8,85.5,8,AGTJHKMP,GHJKMPT,h
注,U+6CE8,85.5,8,AGTJHKMP,GHJKMPT,h
泩,U+6CE9,85.5,8,,HMT,
泪,U+6CEA,85.5,8,AGJ,GHJ,h
泫,U+6CEB,85.5,8,AGKP,GHKMPT,
泬,U+6CEC,85.5,8,,HMT,
泭,U+6CED,85.5,8,,HMT,
泮,U+6CEE,85.5,8,AGTKMP,GHKMPT,
泯,U+6CEF,85.5,8,AGTJKMP,GHJKMPT,
泰,U+6CF0,85.5,10,AGTJHKMP,GHJKMPT,h
泱,U+6CF1,85.5,8,AGTHM,GHJMT,h
泲,U+6CF2,85.5,7,,HMT,
泳,U+6CF3,85.5,8,AGTJHKMP,GHJKMPT,h
泴,U+6CF4,85.5,9,,,
泵,U+6CF5,112.4,9,AGTHM,GHMT,h
泶,U+6CF6,85.5,9,,G,
泷,U+6CF7,85.5,8,,G,
泸,U+6CF8,85.5,8,CG,G,
泹,U+6CF9,85.5,8,,HMT,
泺,U+6CFA,85.5,8,,G,
泻,U+6CFB,85.5,8,AG,G,h
泼,U+6CFC,85.5,8,AG,G,h
泽,U+6CFD,85.5,8,AG,G,h
泾,U+6CFE,85.5,8,CG,G,h
泿,U+6CFF,85.6,9,,H,
洀,U+6D00,85.6,9,,HMT,
洁,U+6D01,85.6,9,AG,GHMT,h
洂,U+6D02,85.6,9,,H,
洃,U+6D03,85.6,9,,HMT,
洄,U+6D04,85.6,9,BGT,GHMT,
洅,U+6D05,85.6,9,,H,
洆,U+6D06,85.6,9,,H,
洇,U+6D07,85.6,9,,GHMT,
洈,U+6D08,85.6,9,,GHMT,
洉,U+6D09,85.6,9,,HMT,
洊,U+6D0A,85.6,9,,HMT,
洋,U+6D0B,85.6,9,AGTJHKMP,GHJKMPT,h
洌,U+6D0C,85.6,9,AGTJKP,GHJKMPT,
洍,U+6D0D,85.7,10,,HMT,
洎,U+6D0E,85.6,9,AGT,GHMT,
洏,U+6D0F,85.6,9,,HMT,
洐,U+6D10,85.6,9,CT,HMT,
洑,U+6D11,85.6,9,AGKP,GHKMPT,
洒,U+6D12,85.6,9,AGTJ,GHJMT,h
洓,U+6D13,85.6,9,,G,
洔,U+6D14,85.6,9,,,
洕,U+6D15,85.6,9,,,
洖,U+6D16,85.7,10,,HMT,
洗,U+6D17,85.6,9,AGTJHKMP,GHJKMPT,h
洘,U+6D18,85.6,9,,GHMT,
洙,U+6D19,85.6,9,AGTJKP,GHJKMPT,
洚,U+6D1A,85.6,9,CG,GHMT,
洛,U+6D1B,85.6,9,AGTJHKMP,GHJKMPT,h
洜,U+6D1C,85.6,10,,,
洝,U+6D1D,85.6,9,,HMT,
洞,U+6D1E,85.6,9,AGTJHKMP,GHJKMPT,h
洟,U+6D1F,85.6,9,,HJMT,
洠,U+6D20,85.6,9,,HMT,
洡,U+6D21,85.6,9,,,
洢,U+6D22,85.6,9,,GHMT,
洣,U+6D23,85.6,9,CG,G,
洤,U+6D24,85.6,9,,H,
津,U+6D25,85.6,9,AGTJHKMP,GHJKMPT,h
洦,U+6D26,85.6,9,,H,
洧,U+6D27,85.6,9,AGTHKP,GHKMPT,h
洨,U+6D28,85.6,9,BGT,GHMT,
洩,U+6D29,85.6,9,AGTJKMP,HJKMPT,
洪,U+6D2A,85.6,9,AGTJHKMP,GHJKMPT,h
洫,U+6D2B,85.6,9,AGT,GHJMT,
洬,U+6D2C,85.6,9,,HMT,
洭,U+6D2D,85.6,9,,GHMT,
洮,U+6D2E,85.6,9,AGT,GHMT,
洯,U+6D2F,85.6,10,,HMT,
洰,U+6D30,85.6,7,,HMT,
洱,U+6D31,85.6,9,AGTJHM,GHMT,h
洲,U+6D32,85.6,9,AGTJHKMP,GHJKMPT,h
洳,U+6D33,85.6,9,,GHJMT,
洴,U+6D34,85.6,9,,GHMT,
洵,U+6D35,85.6,9,AGTJKP,GHJKMPT,
洶,U+6D36,85.6,9,ATHKMP,HJKMPT,
洷,U+6D37,85.6,9,,HMT,
洸,U+6D38,85.6,9,AGTJHKP,GHJKMPT,h
洹,U+6D39,85.6,9,AGTKP,GHKMPT,
洺,U+6D3A,85.6,9,BGT,GHMT,
活,U+6D3B,85.6,9,AGTJHKMP,GHJKMPT,h
洼,U+6D3C,85.6,9,AG,GHMT,h
洽,U+6D3D,85.6,9,AGTJHKMP,GHJKMPT,h
派,U+6D3E,85.6,9,AGTJHKMP,GHJKMPT,h
洿,U+6D3F,85.6,9,,GHMT,
浀,U+6D40,85.6,9,,HMT,
流,U+6D41,85.6,10,AGTJHKMP,GHJKMPT,h
浂,U+6D42,85.6,9,,HMT,
浃,U+6D43,85.6,9,,G,
浄,U+6D44,85.6,9,AJ,J,
浅,U+6D45,85.6,8,AGJ,GJ,h
浆,U+6D46,85.6,10,AG,G,h
浇,U+6D47,85.6,9,AG,G,h
浈,U+6D48,85.6,9,CG,G,
浉,U+6D49,85.6,9,,G,
浊,U+6D4A,85.6,9,AG,G,h
测,U+6D4B,85.6,9,AG,G,h
浌,U+6D4C,85.6,9,,,
浍,U+6D4D,85.6,9,CG,G,
济,U+6D4E,85.6,9,AG,GH,h
浏,U+6D4F,85.6,9,CG,G,h
浐,U+6D50,85.6,9,,G,
浑,U+6D51,85.6,9,AG,G,h
浒,U+6D52,85.6,9,CG,G,
浓,U+6D53,85.6,9,AG,G,h
浔,U+6D54,85.6,9,CG,G,
浕,U+6D55,85.6,9,,G,
浖,U+6D56,85.7,10,,,
浗,U+6D57,85.7,10,,H,
浘,U+6D58,85.7,10,,HMT,
浙,U+6D59,85.7,10,AGTJHKMP,GHJKMPT,h
浚,U+6D5A,85.7,10,AGTJHKMP,GHJKMPT,h
浛,U+6D5B,85.7,10,,GH,
浜,U+6D5C,85.7,10,AGJKP,GHJKP,
浝,U+6D5D,85.7,10,,,
浞,U+6D5E,85.7,10,CT,GHMT,
浟,U+6D5F,85.7,10,,GHMT,
浠,U+6D60,85.7,10,,GHMT,
浡,U+6D61,85.7,10,,GHMT,
浢,U+6D62,85.7,10,,HMT,
浣,U+6D63,85.7,10,AGTJHKMP,GHJKMPT,h
浤,U+6D64,85.7,10,CT,HJMT,
浥,U+6D65,85.7,10,AGTM,GHMT,
浦,U+6D66,85.7,10,AGTJHKMP,GHJKMPT,h
浧,U+6D67,85.7,10,,HMT,
浨,U+6D68,85.7,10,,HMT,
浩,U+6D69,85.7,10,AGTJHKMP,GHJKMPT,h
浪,U+6D6A,85.7,10,AGTJHKMP,GHJKMPT,h
浫,U+6D6B,85.7,10,,,
浬,U+6D6C,85.7,10,AGTHKMP,GHJKMPT,h
浭,U+6D6D,85.7,10,,GHMT,
浮,U+6D6E,85.7,10,AGTJHKMP,GHJKMPT,h
浯,U+6D6F,85.7,10,CT,GHMT,
浰,U+6D70,85.7,10,,GHMT,
浱,U+6D71,85.7,10,,H,
浲,U+6D72,85.7,10,,GH,
浳,U+6D73,85.7,10,,,
浴,U+6D74,85.7,10,AGTJHKMP,GHJKMPT,h
浵,U+6D75,85.7,10,,HMT,
浶,U+6D76,85.7,10,,HMT,
海,U+6D77,85.7,10,AGTJHKMP,GHJKMPT,h
浸,U+6D78,85.7,10,AGTJHKMP,GHJKMPT,h
浹,U+6D79,85.7,10,ATKMP,HJKMPT,
浺,U+6D7A,85.7,10,,HMT,
浻,U+6D7B,85.7,10,,HMT,
浼,U+6D7C,85.7,10,,GHMT,
浽,U+6D7D,85.7,10,,HMT,
浾,U+6D7E,85.7,10,,HMT,
浿,U+6D7F,85.7,10,AKP,HKMPT,
涀,U+6D80,85.7,10,,HMT,
涁,U+6D81,85.7,10,,H,
涂,U+6D82,85.7,10,AGTHM,GHMT,h
涂,U+6D82,85.7,10,AGTHM,GHMT,h
涃,U+6D83,85.7,10,,HMT,
涄,U+6D84,85.7,10,,GHMT,
涅,U+6D85,85.7,10,AGTJKMP,GHJKMPT,
涆,U+6D86,85.7,10,,HMT,
涇,U+6D87,85.7,10,ATHKMP,HKMPT,
消,U+6D88,85.7,10,AGTJHKMP,GHJKMPT,h
涉,U+6D89,85.7,10,AGTHKMP,GHJKMPT,h
涊,U+6D8A,85.7,10,AT,HMT,
涋,U+6D8B,85.7,10,,HMT,
涌,U+6D8C,85.7,10,AGTJHKMP,GHJKMPT,h
涌,U+6D8C,85.7,10,AGTJHKMP,GHJKMPT,h
涍,U+6D8D,85.7,10,AKP,GHKMPT,
涎,U+6D8E,85.7,9,AGTJHKMP,GHJKMPT,h
涏,U+6D8F,85.7,9,CK,H,
涐,U+6D90,85.7,10,,GHMT,
涑,U+6D91,85.7,10,AGKP,GHKMPT,
涒,U+6D92,85.7,10,,HMT,
涓,U+6D93,85.7,10,AGTJHKMP,GHJKMPT,h
涔,U+6D94,85.7,10,AGT,GHMT,
涕,U+6D95,85.7,10,AGTHKMP,GHJKMPT,h
涖,U+6D96,85.7,10,,H,
涗,U+6D97,85.7,10,,HMT,
涘,U+6D98,85.7,10,CT,GHMT,
涙,U+6D99,85.8,10,AJ,J,
涚,U+6D9A,85.7,10,,H,
涛,U+6D9B,85.7,10,AGJ,GJ,h
涜,U+6D9C,85.7,10,AJ,J,
涝,U+6D9D,85.7,10,AG,G,
涞,U+6D9E,85.7,10,CG,G,
涟,U+6D9F,85.7,10,AG,G,h
涠,U+6DA0,85.7,10,,G,
涡,U+6DA1,85.7,10,AG,G,h
涢,U+6DA2,85.7,10,CG,G,
涣,U+6DA3,85.7,10,AG,G,h
涤,U+6DA4,85.7,10,AG,GH,h
涥,U+6DA5,85.7,10,,H,
润,U+6DA6,85.7,10,AG,G,h
涧,U+6DA7,85.7,10,AG,G,h
涨,U+6DA8,85.7,10,AG,G,h
涩,U+6DA9,85.7,10,AG,G,h
涪,U+6DAA,85.8,11,AGT,GHMT,
涫,U+6DAB,85.8,11,,GHMT,
涬,U+6DAC,85.8,11,,HMT,
涭,U+6DAD,85.8,11,,,
涮,U+6DAE,85.8,11,AGTHM,GHMT,h
涯,U+6DAF,85.8,11,AGTJHKMP,GHJKMPT,h
涰,U+6DB0,85.8,11,,,
涱,U+6DB1,85.8,11,,H,
液,U+6DB2,85.8,11,AGTJHKMP,GHJKMPT,h
涳,U+6DB3,85.8,11,,HMT,
涴,U+6DB4,85.8,11,,GHMT,
涵,U+6DB5,85.8,11,AGTJHKMP,GHJKMPT,h
涶,U+6DB6,85.8,11,,,
涷,U+6DB7,85.8,11,CT,HMT,
涸,U+6DB8,85.8,11,AGTJHM,GHJMT,h
涹,U+6DB9,85.8,11,,H,
涺,U+6DBA,85.8,11,,HMT,
涻,U+6DBB,85.8,11,,HMT,
涼,U+6DBC,85.8,11,ATJHKM,HJKMT,
涽,U+6DBD,85.8,11,,HMT,
涾,U+6DBE,85.8,11,,HMT,
涿,U+6DBF,85.8,11,AGTM,GHMT,
淀,U+6DC0,85.8,11,AGTJKP,GHJKMPT,h
淁,U+6DC1,85.8,11,,,
淂,U+6DC2,85.8,11,,HMT,
淃,U+6DC3,85.8,11,AKP,KP,
淄,U+6DC4,85.8,11,AGTHKMP,GHKMPT,h
淅,U+6DC5,85.8,11,AGTHKMP,GHJKMPT,h
淆,U+6DC6,85.8,11,AGTJHKMP,GHJKMPT,h
淇,U+6DC7,85.8,11,AGTJHKMP,GHJKMPT,h
淈,U+6DC8,85.8,11,,HMT,
淉,U+6DC9,85.8,11,,HMT,
淊,U+6DCA,85.8,11,,HMT,
淋,U+6DCB,85.8,11,AGTJHKMP,GHJKMPT,h
淌,U+6DCC,85.8,11,AGTHM,GHJMT,h
淍,U+6DCD,85.8,11,CT,HMT,
淎,U+6DCE,85.8,11,,,
淏,U+6DCF,85.8,11,AGKP,GHKMPT,
淐,U+6DD0,85.8,11,,HMT,
淑,U+6DD1,85.8,11,AGTJHKMP,GHJKMPT,h
淒,U+6DD2,85.8,11,ATHM,HJMT,
淓,U+6DD3,85.8,10,,HMT,
淔,U+6DD4,85.8,11,,HMT,
淕,U+6DD5,85.8,11,,HJMT,
淖,U+6DD6,85.8,11,AGT,GHMT,
淗,U+6DD7,85.8,11,,HMT,
淘,U+6DD8,85.8,11,AGTJHKMP,GHJKMPT,h
淙,U+6DD9,85.8,11,AGTHKMP,GHJKMPT,h
淚,U+6DDA,85.8,11,ATHKMP,HJKMPT,
淛,U+6DDB,85.8,11,,HMT,
淜,U+6DDC,85.8,11,,GHMT,
淝,U+6DDD,85.8,11,,GHMT,
淞,U+6DDE,85.8,11,AGTJHKMP,GHJKMPT,h
淟,U+6DDF,85.8,11,,GHMT,
淠,U+6DE0,85.8,11,,GHMT,
淡,U+6DE1,85.8,11,AGTJHKMP,GHJKMPT,h
淢,U+6DE2,85.8,11,,HMT,
淣,U+6DE3,85.8,11,,HMT,
淤,U+6DE4,85.8,11,AGTHM,GHJMT,h
淥,U+6DE5,85.8,11,BHM,HMT,
淦,U+6DE6,85.8,11,AGTJHM,GHJMT,h
淧,U+6DE7,85.8,11,,,
淨,U+6DE8,85.8,11,ATHKMP,HJKMPT,
淩,U+6DE9,85.8,11,CT,HMT,
淪,U+6DEA,85.8,11,ATJHKMP,HJKMPT,
淫,U+6DEB,85.8,11,AGTJHKMP,GHJKMPT,h
淬,U+6DEC,85.8,11,AGT,GHJMT,
淭,U+6DED,85.8,11,,HMT,
淮,U+6DEE,85.8,11,AGTJHKMP,GHJKMPT,h
淯,U+6DEF,85.8,11,CT,GHMT,
淰,U+6DF0,85.8,11,,HMT,
深,U+6DF1,85.8,11,AGTJHKMP,GHJKMPT,h
淲,U+6DF2,85.8,11,,HMT,
淳,U+6DF3,85.8,11,AGTJHKMP,GHJKMPT,h
淴,U+6DF4,85.8,11,,GHMT,
淵,U+6DF5,85.8,12,ATJHKMP,HJKMPT,
